FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence
"CO, El Paso",2021,CO,El Paso County,8041,All patients,Adjusted Prevalence,"DR, any stage",2.16
"CO, Fremont",2021,CO,Fremont County,8043,All patients,Adjusted Prevalence,"DR, any stage",2.32
"CO, Garfield",2021,CO,Garfield County,8045,All patients,Adjusted Prevalence,"DR, any stage",1.75
"CO, Gilpin",2021,CO,Gilpin County,8047,All patients,Adjusted Prevalence,"DR, any stage",1.67
"CO, Grand",2021,CO,Grand County,8049,All patients,Adjusted Prevalence,"DR, any stage",1.61
"CO, Gunnison",2021,CO,Gunnison County,8051,All patients,Adjusted Prevalence,"DR, any stage",1.46
"CO, Hinsdale",2021,CO,Hinsdale County,8053,All patients,Adjusted Prevalence,"DR, any stage",1.81
"CO, Huerfano",2021,CO,Huerfano County,8055,All patients,Adjusted Prevalence,"DR, any stage",2.61
"CO, Jackson",2021,CO,Jackson County,8057,All patients,Adjusted Prevalence,"DR, any stage",2.16
"CO, Jefferson",2021,CO,Jefferson County,8059,All patients,Adjusted Prevalence,"DR, any stage",2.36
"CO, Kiowa",2021,CO,Kiowa County,8061,All patients,Adjusted Prevalence,"DR, any stage",2.08
"CO, Kit Carson",2021,CO,Kit Carson County,8063,All patients,Adjusted Prevalence,"DR, any stage",2.01
"CO, Lake",2021,CO,Lake County,8065,All patients,Adjusted Prevalence,"DR, any stage",2.08
"CO, La Plata",2021,CO,La Plata County,8067,All patients,Adjusted Prevalence,"DR, any stage",1.68
"CO, Larimer",2021,CO,Larimer County,8069,All patients,Adjusted Prevalence,"DR, any stage",2.13
"CO, Las Animas",2021,CO,Las Animas County,8071,All patients,Adjusted Prevalence,"DR, any stage",2.05
"CO, Lincoln",2021,CO,Lincoln County,8073,All patients,Adjusted Prevalence,"DR, any stage",2.52
"CO, Logan",2021,CO,Logan County,8075,All patients,Adjusted Prevalence,"DR, any stage",2.82
"CO, Mesa",2021,CO,Mesa County,8077,All patients,Adjusted Prevalence,"DR, any stage",2.17
"CO, Mineral",2021,CO,Mineral County,8079,All patients,Adjusted Prevalence,"DR, any stage",1.91
"CO, Moffat",2021,CO,Moffat County,8081,All patients,Adjusted Prevalence,"DR, any stage",2.16
"CO, Montezuma",2021,CO,Montezuma County,8083,All patients,Adjusted Prevalence,"DR, any stage",2.8
"CO, Montrose",2021,CO,Montrose County,8085,All patients,Adjusted Prevalence,"DR, any stage",2.24
"CO, Morgan",2021,CO,Morgan County,8087,All patients,Adjusted Prevalence,"DR, any stage",3.5
"CO, Otero",2021,CO,Otero County,8089,All patients,Adjusted Prevalence,"DR, any stage",2.86
"CO, Ouray",2021,CO,Ouray County,8091,All patients,Adjusted Prevalence,"DR, any stage",2.04
"CO, Park",2021,CO,Park County,8093,All patients,Adjusted Prevalence,"DR, any stage",1.98
"CO, Phillips",2021,CO,Phillips County,8095,All patients,Adjusted Prevalence,"DR, any stage",3.11
"CO, Pitkin",2021,CO,Pitkin County,8097,All patients,Adjusted Prevalence,"DR, any stage",1.25
"CO, Prowers",2021,CO,Prowers County,8099,All patients,Adjusted Prevalence,"DR, any stage",2.63
"CO, Pueblo",2021,CO,Pueblo County,8101,All patients,Adjusted Prevalence,"DR, any stage",2.17
"CO, Rio Blanco",2021,CO,Rio Blanco County,8103,All patients,Adjusted Prevalence,"DR, any stage",2.91
"CO, Rio Grande",2021,CO,Rio Grande County,8105,All patients,Adjusted Prevalence,"DR, any stage",3.36
"CO, Routt",2021,CO,Routt County,8107,All patients,Adjusted Prevalence,"DR, any stage",1.89
"CO, Saguache",2021,CO,Saguache County,8109,All patients,Adjusted Prevalence,"DR, any stage",3.58
"CO, San Juan",2021,CO,San Juan County,8111,All patients,Adjusted Prevalence,"DR, any stage",1.97
"CO, San Miguel",2021,CO,San Miguel County,8113,All patients,Adjusted Prevalence,"DR, any stage",2.08
"CO, Sedgwick",2021,CO,Sedgwick County,8115,All patients,Adjusted Prevalence,"DR, any stage",2.79
"CO, Summit",2021,CO,Summit County,8117,All patients,Adjusted Prevalence,"DR, any stage",1.23
"CO, Teller",2021,CO,Teller County,8119,All patients,Adjusted Prevalence,"DR, any stage",1.96
"CO, Washington",2021,CO,Washington County,8121,All patients,Adjusted Prevalence,"DR, any stage",3.05
"CO, Weld",2021,CO,Weld County,8123,All patients,Adjusted Prevalence,"DR, any stage",2.73
"CO, Yuma",2021,CO,Yuma County,8125,All patients,Adjusted Prevalence,"DR, any stage",2.62
"CT, Fairfield",2021,CT,Fairfield County,9001,All patients,Adjusted Prevalence,"DR, any stage",2.66
"CT, Hartford",2021,CT,Hartford County,9003,All patients,Adjusted Prevalence,"DR, any stage",3.24
"CT, Litchfield",2021,CT,Litchfield County,9005,All patients,Adjusted Prevalence,"DR, any stage",2.3
"CT, Middlesex",2021,CT,Middlesex County,9007,All patients,Adjusted Prevalence,"DR, any stage",2.45
"CT, New Haven",2021,CT,New Haven County,9009,All patients,Adjusted Prevalence,"DR, any stage",2.65
"CT, New London",2021,CT,New London County,9011,All patients,Adjusted Prevalence,"DR, any stage",3.46
"CT, Tolland",2021,CT,Tolland County,9013,All patients,Adjusted Prevalence,"DR, any stage",2.89
"CT, Windham",2021,CT,Windham County,9015,All patients,Adjusted Prevalence,"DR, any stage",3.56
"DE, Kent",2021,DE,Kent County,10001,All patients,Adjusted Prevalence,"DR, any stage",2.83
"DE, New Castle",2021,DE,New Castle County,10003,All patients,Adjusted Prevalence,"DR, any stage",2.57
"DE, Sussex",2021,DE,Sussex County,10005,All patients,Adjusted Prevalence,"DR, any stage",2.8
"FL, Alachua",2021,FL,Alachua County,12001,All patients,Adjusted Prevalence,"DR, any stage",2.71
"FL, Baker",2021,FL,Baker County,12003,All patients,Adjusted Prevalence,"DR, any stage",2.42
"FL, Bay",2021,FL,Bay County,12005,All patients,Adjusted Prevalence,"DR, any stage",2.35
"FL, Bradford",2021,FL,Bradford County,12007,All patients,Adjusted Prevalence,"DR, any stage",2.99
"FL, Brevard",2021,FL,Brevard County,12009,All patients,Adjusted Prevalence,"DR, any stage",2.35
"FL, Broward",2021,FL,Broward County,12011,All patients,Adjusted Prevalence,"DR, any stage",2.92
"FL, Calhoun",2021,FL,Calhoun County,12013,All patients,Adjusted Prevalence,"DR, any stage",2.52
"FL, Charlotte",2021,FL,Charlotte County,12015,All patients,Adjusted Prevalence,"DR, any stage",2.25
"FL, Citrus",2021,FL,Citrus County,12017,All patients,Adjusted Prevalence,"DR, any stage",2.73
"FL, Clay",2021,FL,Clay County,12019,All patients,Adjusted Prevalence,"DR, any stage",2.03
"FL, Collier",2021,FL,Collier County,12021,All patients,Adjusted Prevalence,"DR, any stage",1.86
"FL, Columbia",2021,FL,Columbia County,12023,All patients,Adjusted Prevalence,"DR, any stage",3.46
"FL, De Soto",2021,FL,DeSoto County,12027,All patients,Adjusted Prevalence,"DR, any stage",4.76
"FL, Dixie",2021,FL,Dixie County,12029,All patients,Adjusted Prevalence,"DR, any stage",2.2
"FL, Duval",2021,FL,Duval County,12031,All patients,Adjusted Prevalence,"DR, any stage",2.98
"FL, Escambia",2021,FL,Escambia County,12033,All patients,Adjusted Prevalence,"DR, any stage",2.4
"FL, Flagler",2021,FL,Flagler County,12035,All patients,Adjusted Prevalence,"DR, any stage",2.55
"FL, Franklin",2021,FL,Franklin County,12037,All patients,Adjusted Prevalence,"DR, any stage",2.87
"FL, Gadsden",2021,FL,Gadsden County,12039,All patients,Adjusted Prevalence,"DR, any stage",4.5
"FL, Gilchrist",2021,FL,Gilchrist County,12041,All patients,Adjusted Prevalence,"DR, any stage",2.51
"FL, Glades",2021,FL,Glades County,12043,All patients,Adjusted Prevalence,"DR, any stage",2.99
"FL, Gulf",2021,FL,Gulf County,12045,All patients,Adjusted Prevalence,"DR, any stage",2.82
"FL, Hamilton",2021,FL,Hamilton County,12047,All patients,Adjusted Prevalence,"DR, any stage",4.24
"FL, Hardee",2021,FL,Hardee County,12049,All patients,Adjusted Prevalence,"DR, any stage",5.28
"FL, Hendry",2021,FL,Hendry County,12051,All patients,Adjusted Prevalence,"DR, any stage",4.52
"FL, Hernando",2021,FL,Hernando County,12053,All patients,Adjusted Prevalence,"DR, any stage",2.29
"FL, Highlands",2021,FL,Highlands County,12055,All patients,Adjusted Prevalence,"DR, any stage",4.17
"FL, Hillsborough",2021,FL,Hillsborough County,12057,All patients,Adjusted Prevalence,"DR, any stage",2.77
"FL, Holmes",2021,FL,Holmes County,12059,All patients,Adjusted Prevalence,"DR, any stage",2.42
"FL, Indian River",2021,FL,Indian River County,12061,All patients,Adjusted Prevalence,"DR, any stage",1.81
"FL, Jackson",2021,FL,Jackson County,12063,All patients,Adjusted Prevalence,"DR, any stage",2.07
"FL, Jefferson",2021,FL,Jefferson County,12065,All patients,Adjusted Prevalence,"DR, any stage",3.2
"FL, Lafayette",2021,FL,Lafayette County,12067,All patients,Adjusted Prevalence,"DR, any stage",3.22
"FL, Lake",2021,FL,Lake County,12069,All patients,Adjusted Prevalence,"DR, any stage",2.03
"FL, Lee",2021,FL,Lee County,12071,All patients,Adjusted Prevalence,"DR, any stage",2.36
"FL, Leon",2021,FL,Leon County,12073,All patients,Adjusted Prevalence,"DR, any stage",3.21
"FL, Levy",2021,FL,Levy County,12075,All patients,Adjusted Prevalence,"DR, any stage",2.79
"FL, Liberty",2021,FL,Liberty County,12077,All patients,Adjusted Prevalence,"DR, any stage",2.67
"FL, Madison",2021,FL,Madison County,12079,All patients,Adjusted Prevalence,"DR, any stage",2.69
"FL, Manatee",2021,FL,Manatee County,12081,All patients,Adjusted Prevalence,"DR, any stage",1.95
"FL, Marion",2021,FL,Marion County,12083,All patients,Adjusted Prevalence,"DR, any stage",2.38
"FL, Martin",2021,FL,Martin County,12085,All patients,Adjusted Prevalence,"DR, any stage",2.06
"FL, Miami-Dade",2021,FL,Miami-Dade County,12086,All patients,Adjusted Prevalence,"DR, any stage",3.21
"FL, Monroe",2021,FL,Monroe County,12087,All patients,Adjusted Prevalence,"DR, any stage",1.63
"FL, Nassau",2021,FL,Nassau County,12089,All patients,Adjusted Prevalence,"DR, any stage",2.05
"FL, Okaloosa",2021,FL,Okaloosa County,12091,All patients,Adjusted Prevalence,"DR, any stage",1.91
"FL, Okeechobee",2021,FL,Okeechobee County,12093,All patients,Adjusted Prevalence,"DR, any stage",2.31
"FL, Orange",2021,FL,Orange County,12095,All patients,Adjusted Prevalence,"DR, any stage",2.87
"FL, Osceola",2021,FL,Osceola County,12097,All patients,Adjusted Prevalence,"DR, any stage",4.94
"FL, Palm Beach",2021,FL,Palm Beach County,12099,All patients,Adjusted Prevalence,"DR, any stage",2.32
"FL, Pasco",2021,FL,Pasco County,12101,All patients,Adjusted Prevalence,"DR, any stage",2.53
"FL, Pinellas",2021,FL,Pinellas County,12103,All patients,Adjusted Prevalence,"DR, any stage",2.81
"FL, Polk",2021,FL,Polk County,12105,All patients,Adjusted Prevalence,"DR, any stage",3.85
"FL, Putnam",2021,FL,Putnam County,12107,All patients,Adjusted Prevalence,"DR, any stage",2.59
"FL, St Johns",2021,FL,St. Johns County,12109,All patients,Adjusted Prevalence,"DR, any stage",2.1
"FL, St Lucie",2021,FL,St. Lucie County,12111,All patients,Adjusted Prevalence,"DR, any stage",2.36
"FL, Santa Rosa",2021,FL,Santa Rosa County,12113,All patients,Adjusted Prevalence,"DR, any stage",1.75
"FL, Sarasota",2021,FL,Sarasota County,12115,All patients,Adjusted Prevalence,"DR, any stage",1.7
"FL, Seminole",2021,FL,Seminole County,12117,All patients,Adjusted Prevalence,"DR, any stage",2.18
"FL, Sumter",2021,FL,Sumter County,12119,All patients,Adjusted Prevalence,"DR, any stage",2.14
"FL, Suwannee",2021,FL,Suwannee County,12121,All patients,Adjusted Prevalence,"DR, any stage",3.32
"FL, Taylor",2021,FL,Taylor County,12123,All patients,Adjusted Prevalence,"DR, any stage",3.86
"FL, Union",2021,FL,Union County,12125,All patients,Adjusted Prevalence,"DR, any stage",3.08
"FL, Volusia",2021,FL,Volusia County,12127,All patients,Adjusted Prevalence,"DR, any stage",2.41
"FL, Wakulla",2021,FL,Wakulla County,12129,All patients,Adjusted Prevalence,"DR, any stage",3.05
"FL, Walton",2021,FL,Walton County,12131,All patients,Adjusted Prevalence,"DR, any stage",2.26
"FL, Washington",2021,FL,Washington County,12133,All patients,Adjusted Prevalence,"DR, any stage",2.22
"GA, Appling",2021,GA,Appling County,13001,All patients,Adjusted Prevalence,"DR, any stage",3.56
"GA, Atkinson",2021,GA,Atkinson County,13003,All patients,Adjusted Prevalence,"DR, any stage",3.8
"GA, Bacon",2021,GA,Bacon County,13005,All patients,Adjusted Prevalence,"DR, any stage",3.05
"GA, Baker",2021,GA,Baker County,13007,All patients,Adjusted Prevalence,"DR, any stage",4.84
"GA, Baldwin",2021,GA,Baldwin County,13009,All patients,Adjusted Prevalence,"DR, any stage",2.58
"GA, Banks",2021,GA,Banks County,13011,All patients,Adjusted Prevalence,"DR, any stage",2.21
"GA, Barrow",2021,GA,Barrow County,13013,All patients,Adjusted Prevalence,"DR, any stage",3.1
"GA, Bartow",2021,GA,Bartow County,13015,All patients,Adjusted Prevalence,"DR, any stage",3.02
"GA, Ben Hill",2021,GA,Ben Hill County,13017,All patients,Adjusted Prevalence,"DR, any stage",2.77
"GA, Berrien",2021,GA,Berrien County,13019,All patients,Adjusted Prevalence,"DR, any stage",2.85
"GA, Bibb",2021,GA,Bibb County,13021,All patients,Adjusted Prevalence,"DR, any stage",2.52
"GA, Bleckley",2021,GA,Bleckley County,13023,All patients,Adjusted Prevalence,"DR, any stage",2.39
"GA, Brantley",2021,GA,Brantley County,13025,All patients,Adjusted Prevalence,"DR, any stage",3.25
"GA, Brooks",2021,GA,Brooks County,13027,All patients,Adjusted Prevalence,"DR, any stage",4.27
"GA, Bryan",2021,GA,Bryan County,13029,All patients,Adjusted Prevalence,"DR, any stage",2.62
"GA, Bulloch",2021,GA,Bulloch County,13031,All patients,Adjusted Prevalence,"DR, any stage",2.3
"GA, Burke",2021,GA,Burke County,13033,All patients,Adjusted Prevalence,"DR, any stage",4.43
"GA, Butts",2021,GA,Butts County,13035,All patients,Adjusted Prevalence,"DR, any stage",2.39
"GA, Calhoun",2021,GA,Calhoun County,13037,All patients,Adjusted Prevalence,"DR, any stage",4.63
"GA, Camden",2021,GA,Camden County,13039,All patients,Adjusted Prevalence,"DR, any stage",3
"GA, Candler",2021,GA,Candler County,13043,All patients,Adjusted Prevalence,"DR, any stage",2.58
"GA, Carroll",2021,GA,Carroll County,13045,All patients,Adjusted Prevalence,"DR, any stage",3.51
"GA, Catoosa",2021,GA,Catoosa County,13047,All patients,Adjusted Prevalence,"DR, any stage",2.27
"GA, Charlton",2021,GA,Charlton County,13049,All patients,Adjusted Prevalence,"DR, any stage",2.79
"GA, Chatham",2021,GA,Chatham County,13051,All patients,Adjusted Prevalence,"DR, any stage",3.24
"GA, Chattahoochee",2021,GA,Chattahoochee County,13053,All patients,Adjusted Prevalence,"DR, any stage",3.27
"GA, Chattooga",2021,GA,Chattooga County,13055,All patients,Adjusted Prevalence,"DR, any stage",2.31
"GA, Cherokee",2021,GA,Cherokee County,13057,All patients,Adjusted Prevalence,"DR, any stage",2.22
"GA, Clarke",2021,GA,Clarke County,13059,All patients,Adjusted Prevalence,"DR, any stage",3.21
"GA, Clay",2021,GA,Clay County,13061,All patients,Adjusted Prevalence,"DR, any stage",5.17
"GA, Clayton",2021,GA,Clayton County,13063,All patients,Adjusted Prevalence,"DR, any stage",4.35
"GA, Clinch",2021,GA,Clinch County,13065,All patients,Adjusted Prevalence,"DR, any stage",3.3
"GA, Cobb",2021,GA,Cobb County,13067,All patients,Adjusted Prevalence,"DR, any stage",2.34
"GA, Coffee",2021,GA,Coffee County,13069,All patients,Adjusted Prevalence,"DR, any stage",2.98
"GA, Colquitt",2021,GA,Colquitt County,13071,All patients,Adjusted Prevalence,"DR, any stage",3
"GA, Columbia",2021,GA,Columbia County,13073,All patients,Adjusted Prevalence,"DR, any stage",2.9
"GA, Cook",2021,GA,Cook County,13075,All patients,Adjusted Prevalence,"DR, any stage",3.14
"GA, Coweta",2021,GA,Coweta County,13077,All patients,Adjusted Prevalence,"DR, any stage",2.47
"GA, Crawford",2021,GA,Crawford County,13079,All patients,Adjusted Prevalence,"DR, any stage",2.27
"GA, Crisp",2021,GA,Crisp County,13081,All patients,Adjusted Prevalence,"DR, any stage",3.56
"GA, Dade",2021,GA,Dade County,13083,All patients,Adjusted Prevalence,"DR, any stage",2.31
"GA, Dawson",2021,GA,Dawson County,13085,All patients,Adjusted Prevalence,"DR, any stage",2.16
"GA, Decatur",2021,GA,Decatur County,13087,All patients,Adjusted Prevalence,"DR, any stage",3.43
"GA, De Kalb",2021,GA,DeKalb County,13089,All patients,Adjusted Prevalence,"DR, any stage",3.21
"GA, Dodge",2021,GA,Dodge County,13091,All patients,Adjusted Prevalence,"DR, any stage",2.98
"GA, Dooly",2021,GA,Dooly County,13093,All patients,Adjusted Prevalence,"DR, any stage",3.28
"GA, Dougherty",2021,GA,Dougherty County,13095,All patients,Adjusted Prevalence,"DR, any stage",3.79
"GA, Douglas",2021,GA,Douglas County,13097,All patients,Adjusted Prevalence,"DR, any stage",3.54
"GA, Early",2021,GA,Early County,13099,All patients,Adjusted Prevalence,"DR, any stage",4.01
"GA, Echols",2021,GA,Echols County,13101,All patients,Adjusted Prevalence,"DR, any stage",3.01
"GA, Effingham",2021,GA,Effingham County,13103,All patients,Adjusted Prevalence,"DR, any stage",2.24
"GA, Elbert",2021,GA,Elbert County,13105,All patients,Adjusted Prevalence,"DR, any stage",2.86
"GA, Emanuel",2021,GA,Emanuel County,13107,All patients,Adjusted Prevalence,"DR, any stage",2.63
"GA, Evans",2021,GA,Evans County,13109,All patients,Adjusted Prevalence,"DR, any stage",3.04
"GA, Fannin",2021,GA,Fannin County,13111,All patients,Adjusted Prevalence,"DR, any stage",1.98
"GA, Fayette",2021,GA,Fayette County,13113,All patients,Adjusted Prevalence,"DR, any stage",2.55
"GA, Floyd",2021,GA,Floyd County,13115,All patients,Adjusted Prevalence,"DR, any stage",1.98
"GA, Forsyth",2021,GA,Forsyth County,13117,All patients,Adjusted Prevalence,"DR, any stage",2.51
"GA, Franklin",2021,GA,Franklin County,13119,All patients,Adjusted Prevalence,"DR, any stage",2.5
"GA, Fulton",2021,GA,Fulton County,13121,All patients,Adjusted Prevalence,"DR, any stage",2.97
"GA, Gilmer",2021,GA,Gilmer County,13123,All patients,Adjusted Prevalence,"DR, any stage",1.86
"GA, Glascock",2021,GA,Glascock County,13125,All patients,Adjusted Prevalence,"DR, any stage",3.61
"GA, Glynn",2021,GA,Glynn County,13127,All patients,Adjusted Prevalence,"DR, any stage",3.39
"GA, Gordon",2021,GA,Gordon County,13129,All patients,Adjusted Prevalence,"DR, any stage",2.74
"GA, Grady",2021,GA,Grady County,13131,All patients,Adjusted Prevalence,"DR, any stage",2.82
"GA, Greene",2021,GA,Greene County,13133,All patients,Adjusted Prevalence,"DR, any stage",2.5
"GA, Gwinnett",2021,GA,Gwinnett County,13135,All patients,Adjusted Prevalence,"DR, any stage",2.75
"GA, Habersham",2021,GA,Habersham County,13137,All patients,Adjusted Prevalence,"DR, any stage",2.15
"GA, Hall",2021,GA,Hall County,13139,All patients,Adjusted Prevalence,"DR, any stage",2.31
"GA, Hancock",2021,GA,Hancock County,13141,All patients,Adjusted Prevalence,"DR, any stage",4.49
"GA, Haralson",2021,GA,Haralson County,13143,All patients,Adjusted Prevalence,"DR, any stage",2.39
"GA, Harris",2021,GA,Harris County,13145,All patients,Adjusted Prevalence,"DR, any stage",2.31
