FullGeoName,Year,State,County,FIPS,RiskFactor,DataType,Indicator,Prevalence,ToxPi Score,Name,Source,Temperature-related deaths!1!0x88cceeff,Disaster-related deaths!1!0x44aa99ff,Air pollution-related deaths!1!0x117733ff,Air pollution-related illnesses!1!0x332288ff,Infectious Diseases!1!0xddcc77ff,ToxPi Score_socio,Name_socio,Source_socio,Costs of Climate Disasters!1!0x88cceeff,Economic & Productivity Losses!1!0x44aa99ff,Transition Risks!1!0x117733ff,Social Stressors!1!0x332288ff,ToxPi Score_env,Name3,Source_env,Transportation Sources!1!0x88cceeff,Exposures & Risks!1!0x44aa99ff,Pollution Sources!1!0x117733ff,Criteria Air Pollutants!1!0x332288ff,Land Use!1!0xddcc77ff,ToxPi Score_infra,Name_infra,Source_infra,Transportation!1!0x88cceeff,Energy!1!0x44aa99ff,"Food, Water, and Waste Management!1!0x117733ff",Communications!1!0x332288ff,Financial Services!1!0xddcc77ff,Governance!1!0x999933ff
"AL, Lauderdale",2021,AL,Lauderdale County,1077,All patients,Adjusted Prevalence,"DR, any stage",2.25,0.62276973329262,"AL, Lauderdale","+34.9041221,-087.6509966",0.816995544239338,0.978111728193401,0.523985239852399,0.77466581795035,0.020090336227613,0.453027075051687,"AL, Lauderdale","+34.9041221,-087.6509966",0.407975760734773,0.55824301580807,0.620515593685107,0.225373929978798,0.530740739877034,"AL, Lauderdale","+34.9041221,-087.6509966",0.325286073123081,0.706782255577928,0.644814209383463,0.447653039152066,0.529168122148633,0.568649079337844,"AL, Lauderdale","+34.9041221,-087.6509966",0.709651865001581,0.208822547513673,0.522831908748065,0.76464922138385,0.703635985235059,0.502302948144838
"AL, Lawrence",2021,AL,Lawrence County,1079,All patients,Adjusted Prevalence,"DR, any stage",2.43,0.612212379015046,"AL, Lawrence","+34.5297759,-087.3218651",0.736473583704647,0.978111728193401,0.538191881918819,0.73901973265436,0.0692649686040035,0.504340467720627,"AL, Lawrence","+34.5297759,-087.3218651",0.33967503871302,0.625847708339354,0.759842407277387,0.291996716552748,0.493766180978953,"AL, Lawrence","+34.5297759,-087.3218651",0.538608242627221,0.540198098875587,0.399565715958719,0.573112697382652,0.417346150050586,0.666899877597954,"AL, Lawrence","+34.5297759,-087.3218651",0.600638980516216,0.558804213383732,0.632882534805468,0.894846684861134,0.509860278658745,0.804366573362431
"AL, Lee",2021,AL,Lee County,1081,All patients,Adjusted Prevalence,"DR, any stage",3.07,0.679156548791479,"AL, Lee","+32.6040644,-085.3530477",0.579885423297263,0.978111728193401,0.577306273062731,0.983450031826862,0.277029287577138,0.390128453882091,"AL, Lee","+32.6040644,-085.3530477",0.462041547731708,0.221425255038794,0.575331006185892,0.301716006571968,0.53491748146285,"AL, Lee","+32.6040644,-085.3530477",0.451669922783515,0.637317198518264,0.507404786883646,0.688730261734804,0.389465237394019,0.587462880122963,"AL, Lee","+32.6040644,-085.3530477",0.590177021609969,0.439753434629649,0.803520357125451,0.256060362819072,0.889261841064986,0.546004263488649
"AL, Limestone",2021,AL,Limestone County,1083,All patients,Adjusted Prevalence,"DR, any stage",2.45,0.628948831427304,"AL, Limestone","+34.8102387,-086.9813995",0.620942075111394,0.978111728193401,0.557564575645757,0.790897517504774,0.197228260681194,0.518329835711846,"AL, Limestone","+34.8102387,-086.9813995",0.406568268033948,0.640359537393775,0.760854689278388,0.265536848141275,0.613972343254417,"AL, Limestone","+34.8102387,-086.9813995",0.578751511768537,0.718494561028969,0.554810061726889,0.691109669046074,0.526695912701616,0.56319339490453,"AL, Limestone","+34.8102387,-086.9813995",0.716302493035212,0.191781384199446,0.581661512143968,0.522395248033392,0.794931653702557,0.572088078312605
"AL, Lowndes",2021,AL,Lowndes County,1085,All patients,Adjusted Prevalence,"DR, any stage",4.62,0.69634666626832,"AL, Lowndes","+32.1478880,-086.6505859",0.875875238701464,0.978111728193401,0.52140221402214,0.979949077021006,0.126395073403589,0.558593067442363,"AL, Lowndes","+32.1478880,-086.6505859",0.657358036640218,0.726658835894495,0.736559921254371,0.113795475980368,0.486701442537165,"AL, Lowndes","+32.1478880,-086.6505859",0.688157037863987,0.539325407309443,0.354844218898675,0.545208738914125,0.305971809699594,0.780359744555967,"AL, Lowndes","+32.1478880,-086.6505859",0.540681779771296,0.974575621362181,0.896073050676496,0.931289131481779,0.843657357101164,0.49588152694289
"AL, Macon",2021,AL,Macon County,1087,All patients,Adjusted Prevalence,"DR, any stage",4.46,0.690716066082727,"AL, Macon","+32.3870267,-085.6928870",0.756206238064927,0.978111728193401,0.579335793357934,0.970082749840866,0.169843820956508,0.436139623048285,"AL, Macon","+32.3870267,-085.6928870",0.621340768681815,0.28371491552957,0.622264080777744,0.217238727204012,0.491067006901875,"AL, Macon","+32.3870267,-085.6928870",0.522234626476882,0.65501966237679,0.294995974333325,0.59387843391737,0.389206337405009,0.729979793230018,"AL, Macon","+32.3870267,-085.6928870",0.403802183688578,0.619792103736514,0.965841594306161,0.938192326216086,0.634969157669761,0.81728139376301
"AL, Madison",2021,AL,Madison County,1089,All patients,Adjusted Prevalence,"DR, any stage",2.57,0.645954178289956,"AL, Madison","+34.7642377,-086.5510803",0.725015913430936,0.978111728193401,0.571771217712177,0.793125397835773,0.161746634277491,0.45960703779833,"AL, Madison","+34.7642377,-086.5510803",0.393135629438876,0.567736128581837,0.629073977875385,0.248482415297223,0.631425069536239,"AL, Madison","+34.7642377,-086.5510803",0.408503116568983,0.831858565209096,0.703027789299046,0.794397577330738,0.419338299273332,0.517469326407777,"AL, Madison","+34.7642377,-086.5510803",0.68238501175682,0.0735222427759069,0.647392202204153,0.24707015572323,0.719068681329279,0.735377664657275
"AL, Marengo",2021,AL,Marengo County,1091,All patients,Adjusted Prevalence,"DR, any stage",4.32,0.661634611416312,"AL, Marengo","+32.2475911,-087.7910910",0.870146403564609,0.978111728193401,0.499077490774908,0.89528962444303,0.0655478101056129,0.510033783463987,"AL, Marengo","+32.2475911,-087.7910910",0.483569243660084,0.649742204338283,0.768952945286394,0.137870740571188,0.435603964607655,"AL, Marengo","+32.2475911,-087.7910910",0.662852358358917,0.483029310445724,0.350135408788152,0.375946355180619,0.306056390264862,0.701750364177024,"AL, Marengo","+32.2475911,-087.7910910",0.398547420629046,0.627434669079596,0.858925784484446,0.814416439235832,0.746205950303949,0.764971921329277
"AL, Marion",2021,AL,Marion County,1093,All patients,Adjusted Prevalence,"DR, any stage",2.55,0.683372098489374,"AL, Marion","+34.1382194,-087.8815510",0.81031190324634,0.978111728193401,0.510332103321033,0.829408020369192,0.288696737316905,0.464830548788558,"AL, Marion","+34.1382194,-087.8815510",0.373911856334051,0.755794993223809,0.615178106770739,0.114437238825632,0.431495247460637,"AL, Marion","+34.1382194,-087.8815510",0.630756349427854,0.367268312631587,0.381486812891893,0.420289855072464,0.35767490727939,0.65373733110553,"AL, Marion","+34.1382194,-087.8815510",0.53260440023155,0.558804213383732,0.63459045509016,0.831112538128111,0.583729138615353,0.781583241184271
"AL, Marshall",2021,AL,Marshall County,1095,All patients,Adjusted Prevalence,"DR, any stage",2.54,0.683277250104451,"AL, Marshall","+34.3095637,-086.3216681",0.650541056651814,0.978111728193401,0.588560885608856,0.863781031190325,0.335391548877858,0.547182615960638,"AL, Marshall","+34.3095637,-086.3216681",0.393772689731139,0.737339398189061,0.666804488821776,0.390813887100577,0.476804096839476,"AL, Marshall","+34.3095637,-086.3216681",0.385431202902596,0.545842632389974,0.381999170468685,0.709604153147307,0.361143325288819,0.616836311628748,"AL, Marshall","+34.3095637,-086.3216681",0.489169282437568,0.55607453066524,0.488111029107878,0.658693209182855,0.748286763260473,0.760683055118473
"AL, Mobile",2021,AL,Mobile County,1097,All patients,Adjusted Prevalence,"DR, any stage",3.36,0.677086216711133,"AL, Mobile","+30.6845730,-088.1965684",0.847231063017187,0.978111728193401,0.435793357933579,0.866008911521324,0.258286022890175,0.549584525513741,"AL, Mobile","+30.6845730,-088.1965684",0.837076509334474,0.527080484569906,0.699657641036072,0.134523467114512,0.627243331316157,"AL, Mobile","+30.6845730,-088.1965684",0.626755977300214,0.658098992008418,0.753848781320907,0.602206359506814,0.495306546444433,0.626433199943377,"AL, Mobile","+30.6845730,-088.1965684",0.56622150524882,0.471176837461548,0.627257029839868,0.740889388344839,0.615808338361768,0.737246100403417
"AL, Monroe",2021,AL,Monroe County,1099,All patients,Adjusted Prevalence,"DR, any stage",3.91,0.68998569738234,"AL, Monroe","+31.5803324,-087.3832656",0.845321451304901,0.978111728193401,0.441143911439115,0.912476129853596,0.272875266120685,0.470176094904197,"AL, Monroe","+31.5803324,-087.3832656",0.456854151122461,0.535799525894784,0.734719408525279,0.153331294074265,0.389785022482356,"AL, Monroe","+31.5803324,-087.3832656",0.44976276862964,0.41718675755963,0.360894917900798,0.431213497728748,0.289867170592966,0.674120830949335,"AL, Monroe","+31.5803324,-087.3832656",0.476116726572498,0.653544081572588,0.817252529537963,0.718253331192808,0.616155140521188,0.763403176298967
"AL, Montgomery",2021,AL,Montgomery County,1101,All patients,Adjusted Prevalence,"DR, any stage",3.37,0.693684417226026,"AL, Montgomery","+32.2036505,-086.2038308",0.787078294080204,0.978111728193401,0.593357933579336,0.996499045194144,0.113375085083045,0.425717872585864,"AL, Montgomery","+32.2036505,-086.2038308",0.515009676983367,0.466461143754116,0.602662620212912,0.11873804939306,0.65548919384419,"AL, Montgomery","+32.2036505,-086.2038308",0.610894036654573,0.673989891982525,0.689560104423354,0.764871295695436,0.538130640465064,0.634597282269426,"AL, Montgomery","+32.2036505,-086.2038308",0.491873885475606,0.223789237977209,0.888977101194872,0.531867073366512,0.703029081456072,0.968047314146285
"AL, Morgan",2021,AL,Morgan County,1103,All patients,Adjusted Prevalence,"DR, any stage",2.19,0.64699145450723,"AL, Morgan","+34.4544844,-086.8464021",0.789942711648631,0.978111728193401,0.606457564575646,0.830362826225334,0.0300824418931352,0.518356477608595,"AL, Morgan","+34.4544844,-086.8464021",0.439908655532254,0.765531527920797,0.619503311684106,0.248482415297223,0.591562770602601,"AL, Morgan","+34.4544844,-086.8464021",0.394269234347381,0.645580935024235,0.700295215556152,0.764330521306511,0.453337946778725,0.657223190119156,"AL, Morgan","+34.4544844,-086.8464021",0.762042178245949,0.579217313459447,0.501373183218935,0.584202921817306,0.665661148778493,0.850842395194808
"AL, Perry",2021,AL,Perry County,1105,All patients,Adjusted Prevalence,"DR, any stage",6.06,0.677888265983433,"AL, Perry","+32.6390053,-087.2938269",0.775302355187779,0.978111728193401,0.615129151291513,0.978357733927435,0.0425403613170393,0.471619341710113,"AL, Perry","+32.6390053,-087.2938269",0.473399227683081,0.606202154083435,0.637448310792755,0.16942767428118,0.378933281216431,"AL, Perry","+32.6390053,-087.2938269",0.308075169783236,0.446412477167838,0.306048259204138,0.553212199870214,0.28091830005673,0.70834029292209,"AL, Perry","+32.6390053,-087.2938269",0.645967736393463,0.662069604019279,0.778226551032752,0.982340664633167,0.453938430452158,0.727498771001721
"AL, Pickens",2021,AL,Pickens County,1107,All patients,Adjusted Prevalence,"DR, any stage",3.73,0.690360578534826,"AL, Pickens","+33.2968085,-088.0968780",0.929662635264163,0.978111728193401,0.519372693726937,0.975493316359007,0.0491625191306206,0.508560469539898,"AL, Pickens","+33.2968085,-088.0968780",0.475961061966521,0.787990722474291,0.699841692308981,0.0704484014097981,0.415743587631508,"AL, Pickens","+33.2968085,-088.0968780",0.534840450274444,0.45431909908471,0.359748212847976,0.440082197707117,0.289727978243294,0.651290429999322,"AL, Pickens","+33.2968085,-088.0968780",0.544550906035263,0.627434669079596,0.35349246307877,0.846524321720982,0.762765753416287,0.772974466665033
"AL, Pike",2021,AL,Pike County,1109,All patients,Adjusted Prevalence,"DR, any stage",4.29,0.698677055390561,"AL, Pike","+31.7987263,-085.9419965",0.714194780394653,0.978111728193401,0.560332103321033,0.963717377466582,0.277029287577138,0.460889463597614,"AL, Pike","+31.7987263,-085.9419965",0.476252295818167,0.521821084220981,0.628245747147294,0.217238727204012,0.479504983165146,"AL, Pike","+31.7987263,-085.9419965",0.585821936924365,0.552463754073318,0.452850903945153,0.447004109885356,0.35938421099754,0.673960820563494,"AL, Pike","+31.7987263,-085.9419965",0.400543283255917,0.558804213383732,0.812982728826233,0.804623535077862,0.655083682916161,0.81172747992106
"AL, Randolph",2021,AL,Randolph County,1111,All patients,Adjusted Prevalence,"DR, any stage",2.55,0.737896215310368,"AL, Randolph","+33.2964753,-085.4640679",0.640674729471674,0.978111728193401,0.70830258302583,0.987269255251432,0.375122780609502,0.559067355932815,"AL, Randolph","+33.2964753,-085.4640679",0.535942660398929,0.678095164035537,0.618030901500832,0.404200697795961,0.373420895292677,"AL, Randolph","+33.2964753,-085.4640679",0.277839799051074,0.460012120720467,0.139312464927904,0.648064027687649,0.341876064076288,0.642767581863835,"AL, Randolph","+33.2964753,-085.4640679",0.464688098220715,0.558804213383732,0.650986489823202,0.780542623213999,0.674417903303865,0.7271661632375
"AL, Russell",2021,AL,Russell County,1113,All patients,Adjusted Prevalence,"DR, any stage",2.87,0.738282749900395,"AL, Russell","+32.2898113,-085.1869798",0.908020369191598,0.978111728193401,0.553136531365314,0.993634627625716,0.258510493125947,0.435881706903202,"AL, Russell","+32.2898113,-085.1869798",0.474558467189505,0.482700160012412,0.642509720797759,0.143758479613134,0.634169648067317,"AL, Russell","+32.2898113,-085.1869798",0.614475765187459,0.845814897074621,0.541000805133335,0.759571706683972,0.4099850662572,0.683915525866789,"AL, Russell","+32.2898113,-085.1869798",0.670049362739311,0.485521349713359,0.448999654588433,0.877026810081875,0.845131266278702,0.776764711799052
"AL, St Clair",2021,AL,St. Clair County,1115,All patients,Adjusted Prevalence,"DR, any stage",2.42,0.699427248066179,"AL, St. Clair","+33.7129627,-086.3156631",0.685550604710376,0.978111728193401,0.637638376383764,0.921387651177594,0.27444787986576,0.471888821950396,"AL, St. Clair","+33.7129627,-086.3156631",0.463868143115302,0.62107015144901,0.529594264867951,0.273022728369322,0.65120708144541,"AL, St. Clair","+33.7129627,-086.3156631",0.843194715787515,0.656154538612187,0.564471661746407,0.779364049318624,0.412850441762317,0.569348984034592,"AL, St. Clair","+33.7129627,-086.3156631",0.754471520079407,0.419152314559752,0.223310151944516,0.573125702359929,0.825797045890998,0.620237169372947
"AL, Shelby",2021,AL,Shelby County,1117,All patients,Adjusted Prevalence,"DR, any stage",1.93,0.684323328285153,"AL, Shelby","+33.2629366,-086.6781042",0.663590070019096,0.978111728193401,0.643357933579336,0.960216422660726,0.176340486973205,0.460978161847797,"AL, Shelby","+33.2629366,-086.6781042",0.426391651575396,0.531970863899709,0.653644822808766,0.231905309107314,0.650618183270317,"AL, Shelby","+33.2629366,-086.6781042",0.573960368406363,0.650163855794626,0.686876326640154,0.837983993078088,0.504106372432354,0.467777074511365,"AL, Shelby","+33.2629366,-086.6781042",0.879900758217605,0.49700865552456,0.264779613215595,0.130358002889709,0.506392257064538,0.528223160156182
"AL, Sumter",2021,AL,Sumter County,1119,All patients,Adjusted Prevalence,"DR, any stage",5.77,0.665785791664453,"AL, Sumter","+32.5974811,-088.2000571",0.882558879694462,0.978111728193401,0.488560885608856,0.943666454487588,0.0360310103379585,0.493378222042284,"AL, Sumter","+32.5974811,-088.2000571",0.424897069386621,0.806025999735341,0.672141975736143,0.0704478433110316,0.434436961612927,"AL, Sumter","+32.5974811,-088.2000571",0.744255279560889,0.497063121255413,0.27208627125674,0.346852693056457,0.311927442935136,0.739286405393711,"AL, Sumter","+32.5974811,-088.2000571",0.490509218365856,0.653544081572588,0.838686929110846,0.95087493979772,0.732854067166252,0.769249196349004
"AL, Talladega",2021,AL,Talladega County,1121,All patients,Adjusted Prevalence,"DR, any stage",3.0,0.743101758071988,"AL, Talladega","+33.3692774,-086.1758045",0.728198599618078,0.978111728193401,0.767158671586716,0.96658179503501,0.275457995926734,0.526145168623908,"AL, Talladega","+33.3692774,-086.1758045",0.655555903359243,0.596527601380488,0.599717799846364,0.252779369909537,0.588707025648606,"AL, Talladega","+33.3692774,-086.1758045",0.504884175272118,0.591007952788238,0.649547417473833,0.756867834739347,0.441227747969494,0.742052672493401,"AL, Talladega","+33.3692774,-086.1758045",0.798284960842885,0.734418201323906,0.562788992998122,0.832878471664794,0.668695667673424,0.855249740457279
"AL, Tallapoosa",2021,AL,Tallapoosa County,1123,All patients,Adjusted Prevalence,"DR, any stage",2.88,0.751317463526024,"AL, Tallapoosa","+32.8633694,-085.7995532",0.781031190324634,0.978111728193401,0.722324723247233,0.998090388287715,0.277029287577138,0.431212237711126,"AL, Tallapoosa","+32.8633694,-085.7995532",0.506050026032096,0.437253650093011,0.554901314892969,0.226643959826427,0.479384904214954,"AL, Tallapoosa","+32.8633694,-085.7995532",0.451809470648432,0.543373844677236,0.441579037255715,0.632165260653255,0.327996907840129,0.710669090062207,"AL, Tallapoosa","+32.8633694,-085.7995532",0.56259216663285,0.610090915256703,0.734076811673465,0.684379515170975,0.860303860753358,0.812571270885892
"AL, Tuscaloosa",2021,AL,Tuscaloosa County,1125,All patients,Adjusted Prevalence,"DR, any stage",2.71,0.687247887955342,"AL, Tuscaloosa","+33.2902022,-087.5228598",0.841183959261617,0.978111728193401,0.58210332103321,0.985677912157861,0.0491625191306206,0.453936749803733,"AL, Tuscaloosa","+33.2902022,-087.5228598",0.40833270381145,0.622684725355123,0.729105844701547,0.0556237253468115,0.639548420774646,"AL, Tuscaloosa","+33.2902022,-087.5228598",0.555679598102149,0.81601225085111,0.615927001244297,0.657040882543803,0.553082371131871,0.607737488003824,"AL, Tuscaloosa","+33.2902022,-087.5228598",0.737612070042088,0.213917591075728,0.635119417054826,0.493819232621609,0.724617515880011,0.841339101348686
"AL, Walker",2021,AL,Walker County,1127,All patients,Adjusted Prevalence,"DR, any stage",2.24,0.690143491316796,"AL, Walker","+33.7915714,-087.3010918",0.901018459579885,0.978111728193401,0.568634686346864,0.88542329726289,0.11752928520094,0.492273375162723,"AL, Walker","+33.7915714,-087.3010918",0.433770236211312,0.533640860355708,0.802450276955872,0.199232127127999,0.572207897155403,"AL, Walker","+33.7915714,-087.3010918",0.679132942599312,0.561459314566482,0.535364871788616,0.696192948301968,0.388889408520639,0.661746011656345,"AL, Walker","+33.7915714,-087.3010918",0.612083755711168,0.518362305109922,0.700362056985849,0.777010756140633,0.640517992220492,0.722139203770004
"AL, Washington",2021,AL,Washington County,1129,All patients,Adjusted Prevalence,"DR, any stage",3.64,0.657423665454076,"AL, Washington","+31.4069737,-088.2020776",0.832590706556334,0.978111728193401,0.419926199261993,0.782940802036919,0.273548891221731,0.59274901474516,"AL, Washington","+31.4069737,-088.2020776",0.638286264272023,0.820123880331402,0.731682562522277,0.18090335185494,0.45296679651329,"AL, Washington","+31.4069737,-088.2020776",0.544515768908736,0.413435164418173,0.567423817307927,0.428509625784123,0.310949606147493,0.706284891117439,"AL, Washington","+31.4069737,-088.2020776",0.322939387930465,0.880877248430624,0.753803290961657,0.91234548081554,0.575405886789257,0.792338051777091
